fl_date,mkt_unique_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,crs_elapsed_time,air_time,distance
2018-07-01,HA,349,HA,N493HA,349,12758,KOA,"Kona, HI",13830,OGG,"Kahului, HI",1455,1448,-7,9,1457,1515,7,1530,1522,-8,35,18,84
2018-04-01,HA,164,HA,N480HA,164,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1949,1937,-12,11,1948,2008,9,2024,2017,-7,35,20,102
2018-08-01,HA,3,HA,N393HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1006,6,21,1027,1253,40,1305,1333,28,365,326,2556
2018-11-01,HA,368,HA,N486HA,368,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",953,949,-4,12,1001,1028,6,1041,1034,-7,48,27,163
2018-04-01,HA,163,HA,N480HA,163,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1840,1833,-7,10,1843,1906,4,1921,1910,-11,41,23,102
2018-03-01,HA,558,HA,N491HA,558,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",825,819,-6,15,834,903,13,911,916,5,46,29,163
2018-08-01,HA,2,HA,N399HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1445,1459,14,21,1520,2304,25,2310,2329,19,325,284,2556
2018-12-01,HA,224,HA,N492HA,224,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",2049,2042,-7,7,2049,2109,5,2123,2114,-9,34,20,102
2018-05-01,HA,141,HA,N494HA,141,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1822,1818,-4,8,1826,1902,5,1915,1907,-8,53,36,216
2018-07-01,HA,337,HA,N494HA,337,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",817,810,-7,8,818,849,6,904,855,-9,47,31,163
2018-03-01,HA,556,HA,N475HA,556,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",2050,2048,-2,10,2058,2118,5,2129,2123,-6,39,20,100
2018-09-01,HA,2,HA,N393HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1445,1445,0,13,1458,2243,6,2310,2249,-21,325,285,2556
2018-02-01,HA,526,HA,N483HA,526,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",855,854,-1,25,919,948,5,936,953,17,41,29,100
2018-11-01,HA,7,HA,N374HA,7,12889,LAS,"Las Vegas, NV",12173,HNL,"Honolulu, HI",925,918,-7,18,936,1212,21,1245,1233,-12,380,336,2762
2018-07-01,HA,339,HA,N481HA,339,13830,OGG,"Kahului, HI",12982,LIH,"Lihue, HI",1205,1201,-4,13,1214,1247,5,1252,1252,0,47,33,201
2018-06-01,HA,384,HA,N483HA,384,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1740,1734,-6,6,1740,1800,9,1815,1809,-6,35,20,102
2018-02-01,HA,528,HA,N480HA,528,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1336,1332,-4,16,1348,1416,5,1424,1421,-3,48,28,163
2018-02-01,HA,632,EM,N804HC,632,13347,MKK,"Hoolehua, HI",13830,OGG,"Kahului, HI",657,645,-12,NULL,NULL,NULL,NULL,724,721,-3,27,NULL,46
2018-10-01,HA,215,HA,N492HA,215,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",1315,1317,2,9,1326,1354,6,1355,1400,5,40,28,100
2018-03-01,HA,555,HA,N475HA,555,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",2157,2148,-9,5,2153,2213,7,2234,2220,-14,37,20,100
2018-08-01,HA,1,HA,N391HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,712,12,18,730,1000,5,955,1005,10,355,330,2556
2018-11-01,HA,4,HA,N392HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2210,2203,-7,20,2223,620,16,630,636,6,320,297,2556
2018-10-01,HA,153,HA,N475HA,153,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1530,1527,-3,12,1539,1559,5,1612,1604,-8,42,20,102
2018-01-01,HA,19,HA,N590HA,19,14893,SMF,"Sacramento, CA",12173,HNL,"Honolulu, HI",700,702,2,13,715,1031,6,1105,1037,-28,365,316,2462
2018-12-01,HA,151,HA,N485HA,151,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1026,1016,-10,8,1024,1103,8,1119,1111,-8,53,39,216
2018-06-01,HA,383,HA,N481HA,383,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",935,929,-6,15,944,1008,5,1017,1013,-4,42,24,102
2018-05-01,HA,50,HA,N360HA,50,12173,HNL,"Honolulu, HI",12478,JFK,"New York, NY",1500,1501,1,20,1521,632,5,655,637,-18,595,551,4983
2018-05-01,HA,1,HA,N375HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,658,-2,16,714,958,8,955,1006,11,355,344,2556
2018-09-01,HA,3,HA,N396HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1008,8,18,1026,1306,9,1305,1315,10,365,340,2556
2018-01-01,HA,20,HA,N594HA,20,12173,HNL,"Honolulu, HI",14893,SMF,"Sacramento, CA",1625,1621,-4,15,1636,2331,7,2335,2338,3,310,295,2462
2018-01-01,HA,18,HA,N384HA,18,12173,HNL,"Honolulu, HI",12889,LAS,"Las Vegas, NV",1610,1625,15,13,1638,2353,10,2345,3,18,335,315,2762
2018-03-01,HA,358,HA,N475HA,358,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",955,954,-1,14,1008,1036,5,1042,1041,-1,47,28,163
2018-10-01,HA,157,HA,N485HA,157,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",900,848,-12,8,856,925,8,949,933,-16,49,29,163
2018-10-01,HA,151,HA,N493HA,151,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1136,1129,-7,10,1139,1214,5,1230,1219,-11,54,35,216
2018-09-01,HA,4,HA,N374HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2210,2208,-2,16,2224,604,11,630,615,-15,320,280,2556
2018-04-01,HA,148,HA,N488HA,148,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1445,1442,-3,14,1456,1523,5,1532,1528,-4,47,27,163
2018-05-01,HA,11,HA,N381HA,11,14771,SFO,"San Francisco, CA",12173,HNL,"Honolulu, HI",900,904,4,29,933,1159,5,1135,1204,29,335,326,2398
2018-09-01,HA,46,HA,N594HA,46,13830,OGG,"Kahului, HI",14831,SJC,"San Jose, CA",1050,1506,256,11,1517,2229,5,1850,2234,224,300,252,2355
2019-10-01,HA,2,HA,N395HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1435,1438,3,21,1459,2253,8,2300,2301,1,325,294,2556
2019-02-01,HA,201,HA,N494HA,201,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1116,1117,1,9,1126,1204,6,1210,1210,0,54,38,216
2019-06-01,HA,116,HA,N491HA,116,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",538,535,-3,9,544,606,6,617,612,-5,39,22,100
2019-12-01,HA,68,HA,N212HA,68,12982,LIH,"Lihue, HI",13796,OAK,"Oakland, CA",1425,1421,-4,9,1430,2137,5,2150,2142,-8,325,307,2457
2019-01-01,HA,286,HA,N491HA,286,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",1240,1239,-1,15,1254,1316,7,1321,1323,2,41,22,100
2019-11-01,HA,347,HA,N477HA,347,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",1654,1700,6,9,1709,1739,12,1741,1751,10,47,30,163
2019-03-01,HA,684,EM,N805HC,684,12173,HNL,"Honolulu, HI",13034,LNY,"Lanai, HI",1846,1911,25,8,1919,1938,3,1920,1941,21,34,19,72
2019-08-01,HA,1,HA,N385HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,656,-4,14,710,941,8,945,949,4,345,331,2556
2019-09-01,HA,2,HA,N360HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1435,1437,2,15,1452,2241,42,2310,2323,13,335,289,2556
2019-02-01,HA,204,HA,N495HA,204,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",1040,1033,-7,6,1039,1102,5,1115,1107,-8,35,23,102
2019-06-01,HA,122,HA,N478HA,122,12173,HNL,"Honolulu, HI",12402,ITO,"Hilo, HI",606,559,-7,8,607,648,5,701,653,-8,55,41,216
2019-02-01,HA,206,HA,N475HA,206,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",916,912,-4,9,921,942,5,958,947,-11,42,21,100
2019-12-01,HA,67,HA,N213HA,67,13796,OAK,"Oakland, CA",12982,LIH,"Lihue, HI",920,912,-8,13,925,1226,5,1300,1231,-29,340,301,2457
2019-10-01,HA,3,HA,N374HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1001,1,19,1020,1237,29,1305,1306,1,365,317,2556
2019-12-01,HA,147,HA,N495HA,147,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",809,805,-4,6,811,840,6,857,846,-11,48,29,163
2019-04-01,HA,4,HA,N388HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2220,2216,-4,14,2230,604,12,640,616,-24,320,274,2556
2019-06-01,HA,41,HA,N399HA,41,14771,SFO,"San Francisco, CA",13830,OGG,"Kahului, HI",1015,1011,-4,12,1023,1210,23,1230,1233,3,315,287,2338
2019-05-01,HA,3,HA,N392HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1007,7,13,1020,1303,15,1300,1318,18,360,343,2556
2019-04-01,HA,3,HA,N374HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1040,40,16,1056,1342,22,1300,1404,64,360,346,2556
2019-11-01,HA,349,HA,N495HA,349,13830,OGG,"Kahului, HI",12982,LIH,"Lihue, HI",1425,1451,26,15,1506,1540,4,1515,1544,29,50,34,201
2019-06-01,HA,115,HA,N491HA,115,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",645,638,-7,7,645,707,5,722,712,-10,37,22,100
2019-03-01,HA,685,EM,N805HC,685,13034,LNY,"Lanai, HI",12173,HNL,"Honolulu, HI",1946,1959,13,10,2009,2028,3,2018,2031,13,32,19,72
2019-02-01,HA,326,HA,N492HA,326,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",1405,1407,2,13,1420,1441,13,1450,1454,4,45,21,100
2019-10-01,HA,4,HA,N386HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2140,2150,10,16,2206,552,11,600,603,3,320,286,2556
2019-09-01,HA,38,HA,N214HA,38,13830,OGG,"Kahului, HI",14679,SAN,"San Diego, CA",1115,1142,27,11,1153,1945,6,1940,1951,11,325,292,2541
2019-07-01,HA,103,HA,N478HA,103,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",528,522,-6,8,530,551,7,606,558,-8,38,21,102
2019-11-01,HA,352,HA,N480HA,352,12173,HNL,"Honolulu, HI",12402,ITO,"Hilo, HI",1500,1509,9,15,1524,1559,4,1558,1603,5,58,35,216
2019-07-01,HA,124,HA,N490HA,124,12982,LIH,"Lihue, HI",12173,HNL,"Honolulu, HI",714,708,-6,6,714,733,6,750,739,-11,36,19,102
2019-09-01,HA,3,HA,N388HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1002,2,15,1017,1238,21,1255,1259,4,355,321,2556
2019-09-01,HA,4,HA,N389HA,4,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2210,20,130,15,35,814,24,635,838,123,325,279,2556
2019-05-01,HA,351,HA,N489HA,351,12402,ITO,"Hilo, HI",12173,HNL,"Honolulu, HI",1748,1804,16,12,1816,1851,8,1843,1859,16,55,35,216
2019-11-01,HA,353,HA,N487HA,353,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1503,1507,4,16,1523,1548,4,1545,1552,7,42,25,102
2019-12-01,HA,685,EM,N801HC,685,13034,LNY,"Lanai, HI",12173,HNL,"Honolulu, HI",1948,1958,10,5,2003,2024,4,2023,2028,5,35,21,72
2019-06-01,HA,123,HA,N493HA,123,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",607,603,-4,10,613,634,5,646,639,-7,39,21,102
2019-08-01,HA,11,HA,N379HA,11,14771,SFO,"San Francisco, CA",12173,HNL,"Honolulu, HI",915,922,7,14,936,1205,8,1140,1213,33,325,329,2398
2019-01-01,HA,287,HA,N479HA,287,12758,KOA,"Kona, HI",12173,HNL,"Honolulu, HI",1409,1359,-10,13,1412,1440,4,1500,1444,-16,51,28,163
2019-01-01,HA,502,HA,N480HA,502,12173,HNL,"Honolulu, HI",12402,ITO,"Hilo, HI",1750,1857,67,15,1912,1948,6,1844,1954,70,54,36,216
2019-07-01,HA,128,HA,N479HA,128,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",605,600,-5,11,611,640,5,651,645,-6,46,29,163
2019-01-01,HA,285,HA,N491HA,285,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",1349,1354,5,8,1402,1423,8,1430,1431,1,41,21,100
2019-02-01,HA,205,HA,N483HA,205,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",1054,1055,1,8,1103,1125,5,1133,1130,-3,39,22,100
2019-08-01,HA,2,HA,N380HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1435,1451,16,16,1507,2249,16,2310,2305,-5,335,282,2556
2019-05-01,HA,1,HA,N370HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,714,14,15,729,957,15,955,1012,17,355,328,2556
2019-05-01,HA,536,HA,N476HA,536,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",1851,1901,10,8,1909,1930,5,1931,1935,4,40,21,100
2019-10-01,HA,1,HA,N384HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,700,0,12,712,930,3,945,933,-12,345,318,2556
2019-07-01,HA,125,HA,N480HA,125,13830,OGG,"Kahului, HI",12173,HNL,"Honolulu, HI",718,727,9,7,734,756,8,756,804,8,38,22,100
2019-03-01,HA,673,EM,N801HC,673,13347,MKK,"Hoolehua, HI",12173,HNL,"Honolulu, HI",1818,1848,30,6,1854,1910,7,1846,1917,31,28,16,54
2019-08-01,HA,3,HA,N361HA,3,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",1000,1001,1,17,1018,1304,16,1255,1320,25,355,346,2556
2019-05-01,HA,2,HA,N390HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1435,1433,-2,12,1445,2232,14,2305,2246,-19,330,287,2556
2019-03-01,HA,674,EM,N805HC,674,12173,HNL,"Honolulu, HI",13034,LNY,"Lanai, HI",1638,1723,45,10,1733,1752,3,1712,1755,43,34,19,72
2019-04-01,HA,2,HA,N361HA,2,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",1440,1440,0,19,1459,2236,10,2305,2246,-19,325,277,2556
2019-03-01,HA,218,HA,N493HA,218,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",950,949,-1,14,1003,1030,5,1036,1035,-1,46,27,163
2019-01-01,HA,293,HA,N485HA,293,12173,HNL,"Honolulu, HI",12982,LIH,"Lihue, HI",1303,1301,-2,12,1313,1335,8,1345,1343,-2,42,22,102
2019-07-01,HA,126,HA,N480HA,126,12173,HNL,"Honolulu, HI",13830,OGG,"Kahului, HI",610,606,-4,11,617,637,7,650,644,-6,40,20,100
2019-12-01,HA,64,HA,N213HA,64,12982,LIH,"Lihue, HI",12892,LAX,"Los Angeles, CA",1455,1456,1,10,1506,2209,12,2230,2221,-9,335,303,2615
2019-09-01,HA,1,HA,N390HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,657,-3,12,709,934,4,945,938,-7,345,325,2556
2019-04-01,HA,44,HA,N215HA,44,12173,HNL,"Honolulu, HI",14831,SJC,"San Jose, CA",1310,1349,39,19,1408,2150,4,2120,2154,34,310,282,2417
2019-11-01,HA,348,HA,N490HA,348,12173,HNL,"Honolulu, HI",12758,KOA,"Kona, HI",1451,1526,35,10,1536,1603,4,1540,1607,27,49,27,163
2019-10-01,HA,19,HA,N209HA,19,14893,SMF,"Sacramento, CA",12173,HNL,"Honolulu, HI",910,904,-6,14,918,1125,5,1145,1130,-15,335,307,2462
2019-08-01,HA,45,HA,N204HA,45,14831,SJC,"San Jose, CA",13830,OGG,"Kahului, HI",715,713,-2,11,724,934,5,940,939,-1,325,310,2355
2019-04-01,HA,1,HA,N391HA,1,12892,LAX,"Los Angeles, CA",12173,HNL,"Honolulu, HI",700,759,59,14,813,1106,15,1000,1121,81,360,353,2556
2018-07-01,NK,470,NK,N683NK,470,12889,LAS,"Las Vegas, NV",11298,DFW,"Dallas/Fort Worth, TX",1157,1153,-4,27,1220,1642,16,1643,1658,15,166,142,1055
2018-07-01,NK,469,NK,N683NK,469,11697,FLL,"Fort Lauderdale, FL",11298,DFW,"Dallas/Fort Worth, TX",710,707,-3,14,721,855,10,908,905,-3,178,154,1119
2018-01-01,NK,364,NK,N603NK,364,10821,BWI,"Baltimore, MD",14635,RSW,"Fort Myers, FL",900,856,-4,12,908,1130,3,1140,1133,-7,160,142,919
2018-02-01,NK,1006,NK,N640NK,1006,11697,FLL,"Fort Lauderdale, FL",14100,PHL,"Philadelphia, PA",1440,1437,-3,9,1446,1702,10,1722,1712,-10,162,136,992
2018-09-01,NK,226,NK,N624NK,226,13577,MYR,"Myrtle Beach, SC",12265,IAG,"Niagara Falls, NY",1155,1145,-10,10,1155,1320,7,1344,1327,-17,109,85,650
2018-08-01,NK,440,NK,N523NK,440,11697,FLL,"Fort Lauderdale, FL",11042,CLE,"Cleveland, OH",1550,1550,0,22,1612,1831,9,1842,1840,-2,172,139,1062
2018-05-01,NK,141,NK,N605NK,141,10821,BWI,"Baltimore, MD",12892,LAX,"Los Angeles, CA",910,904,-6,11,915,1129,6,1153,1135,-18,343,314,2329
2018-05-01,NK,147,NK,N635NK,147,10158,ACY,"Atlantic City, NJ",10397,ATL,"Atlanta, GA",1325,1319,-6,12,1331,1508,24,1538,1532,-6,133,97,679
2018-03-01,NK,665,NK,N536NK,665,11697,FLL,"Fort Lauderdale, FL",13495,MSY,"New Orleans, LA",2200,2207,7,17,2224,2259,6,2306,2305,-1,126,95,674
2018-09-01,NK,254,NK,N617NK,254,11298,DFW,"Dallas/Fort Worth, TX",10721,BOS,"Boston, MA",710,744,34,12,756,1205,7,1201,1212,11,231,189,1562
2018-10-01,NK,725,NK,N602NK,725,13204,MCO,"Orlando, FL",12889,LAS,"Las Vegas, NV",1737,1736,-1,31,1807,1924,6,1941,1930,-11,304,257,2039
2018-08-01,NK,440,NK,N523NK,440,11042,CLE,"Cleveland, OH",10721,BOS,"Boston, MA",1922,1919,-3,13,1932,2056,9,2104,2105,1,102,84,563
2018-01-01,NK,380,NK,N669NK,380,11697,FLL,"Fort Lauderdale, FL",11433,DTW,"Detroit, MI",2030,2025,-5,24,2049,2317,11,2328,2328,0,178,148,1127
2018-03-01,NK,550,NK,N536NK,550,13204,MCO,"Orlando, FL",10529,BDL,"Hartford, CT",705,654,-11,14,708,926,7,952,933,-19,167,138,1050
2018-09-01,NK,224,NK,N673NK,224,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",550,548,-2,14,602,839,19,900,858,-2,130,97,733
2018-03-01,NK,549,NK,N624NK,549,10529,BDL,"Hartford, CT",13204,MCO,"Orlando, FL",1950,1944,-6,11,1955,2230,8,2248,2238,-10,178,155,1050
2018-10-01,NK,788,NK,N523NK,788,12889,LAS,"Las Vegas, NV",11433,DTW,"Detroit, MI",2259,2313,14,12,2325,543,23,557,606,9,238,198,1749
2018-06-01,NK,1008,NK,N633NK,1008,11697,FLL,"Fort Lauderdale, FL",14100,PHL,"Philadelphia, PA",800,815,15,10,825,1037,6,1041,1043,2,161,132,992
2018-10-01,NK,725,NK,N602NK,725,12889,LAS,"Las Vegas, NV",12892,LAX,"Los Angeles, CA",2040,2036,-4,12,2048,2133,10,2158,2143,-15,78,45,236
2018-11-01,NK,1008,NK,N509NK,1008,11697,FLL,"Fort Lauderdale, FL",14100,PHL,"Philadelphia, PA",800,750,-10,29,819,1034,10,1045,1044,-1,165,135,992
2018-11-01,NK,1027,NK,N624NK,1027,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",2159,2239,40,15,2254,13,7,2327,20,53,88,79,369
2018-04-01,NK,304,NK,N663NK,304,13204,MCO,"Orlando, FL",10158,ACY,"Atlantic City, NJ",2125,2150,25,17,2207,2352,7,2339,2359,20,134,105,852
2018-12-01,NK,403,NK,N507NK,403,12892,LAX,"Los Angeles, CA",10397,ATL,"Atlanta, GA",930,926,-4,12,938,1607,7,1649,1614,-35,259,209,1947
2018-11-01,NK,1025,NK,N624NK,1025,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",735,730,-5,22,752,857,4,910,901,-9,95,65,369
2018-02-01,NK,511,NK,N681NK,511,11433,DTW,"Detroit, MI",12889,LAS,"Las Vegas, NV",1030,1029,-1,8,1037,1151,6,1207,1157,-10,277,254,1749
2018-05-01,NK,201,NK,N517NK,201,11697,FLL,"Fort Lauderdale, FL",15024,STT,"Charlotte Amalie, VI",1250,1241,-9,17,1258,1505,4,1524,1509,-15,154,127,1107
2018-12-01,NK,404,NK,N512NK,404,11697,FLL,"Fort Lauderdale, FL",10397,ATL,"Atlanta, GA",835,833,-2,11,844,1015,14,1028,1029,1,113,91,581
2018-11-01,NK,103,NK,N651NK,103,10721,BOS,"Boston, MA",13577,MYR,"Myrtle Beach, SC",503,458,-5,14,512,657,3,715,700,-15,132,105,738
2018-05-01,NK,146,NK,N613NK,146,10397,ATL,"Atlanta, GA",11298,DFW,"Dallas/Fort Worth, TX",1854,1848,-6,10,1858,1943,6,2020,1949,-31,146,105,731
2018-03-01,NK,556,NK,N621NK,556,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",1855,2000,65,11,2011,2131,8,2041,2139,58,106,80,577
2018-07-01,NK,470,NK,N683NK,470,11298,DFW,"Dallas/Fort Worth, TX",11697,FLL,"Fort Lauderdale, FL",1743,1804,21,10,1814,2135,8,2136,2143,7,173,141,1119
2018-06-01,NK,103,NK,N608NK,103,10721,BOS,"Boston, MA",13577,MYR,"Myrtle Beach, SC",505,459,-6,10,509,651,4,712,655,-17,127,102,738
2018-07-01,NK,469,NK,N683NK,469,11298,DFW,"Dallas/Fort Worth, TX",12889,LAS,"Las Vegas, NV",1010,1007,-3,13,1020,1034,10,1057,1044,-13,167,134,1055
2018-06-01,NK,1028,NK,N616NK,1028,10821,BWI,"Baltimore, MD",10721,BOS,"Boston, MA",600,555,-5,11,606,706,8,728,714,-14,88,60,369
2018-04-01,NK,342,NK,N904NK,342,14107,PHX,"Phoenix, AZ",13487,MSP,"Minneapolis, MN",1225,1236,11,18,1254,1719,7,1733,1726,-7,188,145,1276
2018-04-01,NK,342,NK,N904NK,342,13487,MSP,"Minneapolis, MN",11433,DTW,"Detroit, MI",1835,1828,-7,12,1840,2046,11,2127,2057,-30,112,66,528
2018-07-01,NK,457,NK,N660NK,457,13930,ORD,"Chicago, IL",12889,LAS,"Las Vegas, NV",2149,2331,102,16,2347,56,6,2340,102,82,231,189,1514
2018-08-01,NK,441,NK,N659NK,441,13930,ORD,"Chicago, IL",14747,SEA,"Seattle, WA",2034,2117,43,33,2150,2346,10,2254,2356,62,260,236,1721
2018-10-01,NK,726,NK,N904NK,726,14747,SEA,"Seattle, WA",12889,LAS,"Las Vegas, NV",2012,2002,-10,15,2017,2219,27,2238,2246,8,146,122,867
2018-09-01,NK,221,NK,N653NK,221,13930,ORD,"Chicago, IL",10397,ATL,"Atlanta, GA",1709,1721,12,10,1731,1955,10,2006,2005,-1,117,84,606
2018-12-01,NK,404,NK,N512NK,404,10397,ATL,"Atlanta, GA",12892,LAX,"Los Angeles, CA",1120,1118,-2,16,1134,1335,6,1330,1341,11,310,301,1947
2018-12-01,NK,403,NK,N507NK,403,10397,ATL,"Atlanta, GA",11697,FLL,"Fort Lauderdale, FL",1739,1736,-3,11,1747,1911,4,1930,1915,-15,111,84,581
2018-04-01,NK,345,NK,N904NK,345,13487,MSP,"Minneapolis, MN",14107,PHX,"Phoenix, AZ",955,956,1,25,1021,1139,7,1133,1146,13,218,198,1276
2018-02-01,NK,103,NK,N512NK,103,10721,BOS,"Boston, MA",13577,MYR,"Myrtle Beach, SC",505,456,-9,14,510,704,7,724,711,-13,139,114,738
2018-01-01,NK,425,NK,N663NK,425,13930,ORD,"Chicago, IL",11697,FLL,"Fort Lauderdale, FL",1819,1820,1,14,1834,2206,11,2228,2217,-11,189,152,1182
2018-02-01,NK,1007,NK,N629NK,1007,14100,PHL,"Philadelphia, PA",11697,FLL,"Fort Lauderdale, FL",1205,1159,-6,10,1209,1427,7,1450,1434,-16,165,138,992
2018-03-01,NK,554,NK,N642NK,554,10397,ATL,"Atlanta, GA",10821,BWI,"Baltimore, MD",700,654,-6,12,706,825,14,846,839,-7,106,79,577
2018-06-01,NK,1027,NK,N615NK,1027,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",2159,2204,5,19,2223,2320,5,2326,2325,-1,87,57,369
2018-08-01,NK,442,NK,N659NK,442,14747,SEA,"Seattle, WA",13930,ORD,"Chicago, IL",2354,108,74,11,119,630,14,549,644,55,235,191,1721
2018-01-01,NK,365,NK,N622NK,365,14635,RSW,"Fort Myers, FL",10821,BWI,"Baltimore, MD",1944,2002,18,10,2012,2204,5,2207,2209,2,143,112,919
2018-05-01,NK,148,NK,N602NK,148,12892,LAX,"Los Angeles, CA",10821,BWI,"Baltimore, MD",1540,1534,-6,21,1555,2320,7,2346,2327,-19,306,265,2329
2018-06-01,NK,103,NK,N608NK,103,13577,MYR,"Myrtle Beach, SC",11697,FLL,"Fort Lauderdale, FL",758,749,-9,9,758,924,7,940,931,-9,102,86,529
2018-09-01,NK,227,NK,N648NK,227,10721,BOS,"Boston, MA",13204,MCO,"Orlando, FL",820,831,11,10,841,1102,8,1136,1110,-26,196,141,1121
2018-02-01,NK,443,NK,N676NK,443,10821,BWI,"Baltimore, MD",11697,FLL,"Fort Lauderdale, FL",1935,1929,-6,13,1942,2155,10,2217,2205,-12,162,133,925
2018-01-01,NK,379,NK,N633NK,379,10158,ACY,"Atlantic City, NJ",13577,MYR,"Myrtle Beach, SC",715,709,-6,9,718,836,3,848,839,-9,93,78,466
2018-10-01,NK,726,NK,N904NK,726,12889,LAS,"Las Vegas, NV",13204,MCO,"Orlando, FL",2340,2353,13,17,10,716,6,715,722,7,275,246,2039
2018-04-01,NK,345,NK,N904NK,345,11433,DTW,"Detroit, MI",13487,MSP,"Minneapolis, MN",800,820,20,11,831,907,10,900,917,17,120,96,528
2018-12-01,NK,395,NK,N602NK,395,14100,PHL,"Philadelphia, PA",12889,LAS,"Las Vegas, NV",1945,1941,-4,15,1956,2209,6,2244,2215,-29,359,313,2176
